"","poradi","ID","datum","cas_sec","misto_vyzkumu","obor","zakl_vyzkum","reproduk","rep_Ne","rep_Mainstream","rep_Casopisy","rep_Diskuse","rep_Vlastni","krize_rep","krize_fyz","krize_bio","krize_med","krize_soc","krize_nevim","rep_podil","nerep_problem","nerep_chyba","nerep_valid","nerep_neobj","nerep_veda","nerep_narust","reg_Evropa","reg_Sev.Amerika","reg_Asie","reg_vsude.stejne","reg_nevim","nerep_zeme","despekt","desp_zeme","desp_jazyk","desp_kvalita","desp_nevim","desp_vlastni","reakce_nectu","reakce_vyberu","reakce_obezret","reakce_nic","reakce_stejne","reakce_nevim","reakce_vlastni","fakt_podvod","fakt_karier","fakt_dohled","fakt_recenz","fakt_selekc","fakt_replik","fakt_statis","fakt_odborn","fakt_data","fakt_dokume","fakt_metody","fakt_variab","fakt_design","fakt_smula","fakt_dalsi","nerep_jaMuj","nerep_jaCizi","nerep_oniMuj","rep_komentar","objekt_vnejsi.pohled","objekt_presnost","objekt_matematicka.konzistence","objekt_testovatelnost","objekt_nestrannost","objekt_priblizeni.pravde","objekt_shoda.s.realitou","objekt_kvantifikace","objekt_intersubjektivita","objekt_kriticke.mysleni","objekt_reprodukovatelnost","objekt_diskut","frek_nerepre","frek_hacking","frek_positiv","frek_popular","frek_modmet","frek_oversell","frek_zbytecne","frek_salam","neobj_nerepre","neobj_hacking","neobj_positiv","neobj_popular","neobj_modmet","neobj_oversell","neobj_zbytecne","neobj_salam","financ_vliv","financ_zajisti.objektivitu","financ_neduvera","financ_zajisti.nezavislost","financ_casvliv","financ_casvlast","pomer_administr","diskrim_muzi","diskrim_starsi","diskrim_uspesni","diskrim_autority","diskrim_zavedene","objekt_komentar","dilema_predator","dilema_neinformoval","dilema_misogyn","dilema_kvoty","dilema_cinska.medicina","dilema_embryo","dilema_komentar","gender","vek","kar_praxe","kar_titul","kar_citace","kar_nejlepsi","kar_kategorie","kar_komentar","pomer_veda","pomer_zakladni","obor_dotovany","obor_konkuren","obor_tlak","obor_rychly","obor_priliv","obor_publikac","obor_medializ","obor_verejnos","obor_komplexn","obor_mensi","cinnost_matem","cinnost_model","cinnost_teori","cinnost_exper","cinnost_kateg","cinnost_vyvoj","obor_ekzaktnost","obor_komentar","spec_hlavni","spec_astr","spec_astrvl","spec_bio","spec_biovl","spec_chem","spec_chemvl","spec_ekol","spec_ekolvl","spec_inze","spec_inzevl","spec_matr","spec_matrvl","spec_medi","spec_medivl","spec_fyzi","spec_fyzivl","spec_matm","spec_metmvl","spec_vlastni","instituce"
"294",295,5793627,2019-04-12,1716,"V zahraničí","Sekce biologických a lékařských věd","Ano","Chápu ji stejně",NA,NA,"Ano, ve vědeckých časopisech","Ano, v diskuzích na konferencích","diskuze s kolegy","Ano, významná krize",NA,"Biologických",NA,NA,NA,"60 %","Spíše souhlasím","Spíše souhlasím","Rozhodně nesouhlasím","Ani souhlasím/ani nesouhlasím","Spíše souhlasím","Spíše souhlasím",NA,NA,NA,"Ve všech regionech je podíl nereprodukovatelných studií stejný","Nedokážu posoudit","Neřekla bych, že problém se týká pouze určitých zemí. Spíš je to celosvětový problém.","Zřídka","Spíš z jakých institucí. Například Harvard, Cambridge, Oxford.","Byla to jazyková záležitost, protože nejsem rodilý mluvčí",NA,NA,"kvůli nedostupnosti nejmodernější technologie",NA,NA,"Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,"obezřetnost je na místě u každé publikace","Zřídka","Velmi často","Velmi často","Někdy","Velmi často","Velmi často","Velmi často","Někdy","Velmi často","Někdy","Někdy","Někdy","Někdy","Někdy",NA,"Ano","Ano","Ano",NA,NA,NA,NA,NA,"Nestrannost","Přiblížení k pravdě",NA,NA,NA,NA,"Reprodukovatelnost","Někdy","60%","90%","90%","20%","90%","80%","20%","30%","Ano","Ano","Ano","Ne","Ne","Ano","Ne","Ne","Velmi často","Nevím","Financovaných ze soukromých zdrojů","Nevím","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"30%",-1,-1,-1,-1,-1,"26 a 28. Spíš jde o to, jak se posuzuje ten, komu bude grant (kratkodobý či dlouhodobý, od soukromé nebo vládní instituce) přidělen, podle jakých měřítek.","ne","ne","ano","ne","ano","ne",NA,"Žena","25–34","5–9 let","CSc./Ph.D.","Do 100","Ne","Postdoktorand do třídy V3",NA,NA,"80%","Spíše ne","Rozhodně ano","Rozhodně ano","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Spíše ano","Spíše ano","Tuto činnost nedělám","Tuto činnost nedělám","3. místo","1. místo","Tuto činnost nedělám","2. místo","„Tvrdší“ (exaktnější)",NA,"Biology",NA,NA,"Neuroscience",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AV"
"295",296,5793676,2019-04-12,1948,"V Akademii věd ČR","Sekce chemických věd","Ano",NA,NA,NA,"Ano, ve vědeckých časopisech",NA,NA,"Ano, nevýznamná krize",NA,NA,"Lékařských",NA,NA,"100 %","Spíše nesouhlasím","Rozhodně souhlasím","Rozhodně nesouhlasím","Rozhodně souhlasím","Ani souhlasím/ani nesouhlasím","Spíše souhlasím",NA,NA,"Asie",NA,NA,NA,"Zřídka",NA,NA,NA,NA,NA,NA,"Vybírám si jen taková pracoviště, o nichž jsem přesvědčen, že dělají kvalitní vědu",NA,NA,NA,NA,NA,"Velmi často","Velmi často","Velmi často","Vždy","Velmi často","Velmi často","Někdy","Zřídka","Někdy","Velmi často","Zřídka","Zřídka","Někdy","Někdy",NA,"Ne","Ano","Ne",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intersubjektivita (možnost sdílet vědecké výsledky s ostatními)","Kritické myšlení","Reprodukovatelnost","Někdy","30%","20%","20%","20%","30%","30%","20%","40%","Ano","Ano","Nevím","Ano","Ano","Ano","Ano","Ano","Velmi často","Státní nebo nadnárodní (státní nebo evropské instituce, grantové agentury apod.)","Ne, obojí je stejně důvěryhodné","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"50%",0,1,0,0,-1,"V otázce č. 24 bych velmi doporučil první bod rozdělit na dva: tj. ptát se zvlášť na publikování jen pozitivních výsledků a na publikování  statisticky průkazných výsledků. (Podle mne publikování jen pozitivních výsledků není OK, zatímco publikování  statisticky průkazných výsledků je OK.)","ne","ano","ne","ano","ano","ne",NA,"Muž","65 a více","20 a více let","CSc./Ph.D.","Do 5000","Ano","Vedoucí vědecký pracovník do třídy V6",NA,NA,"40%","Spíše ne","Spíše ano","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Spíše ano","Rozhodně ne","2. místo","1. místo","2. místo","3. místo","3. místo","3. místo","„Tvrdší“ (exaktnější)",NA,"Chemistry",NA,NA,NA,NA,"Physical Chemistry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AV"
"296",297,5793718,2019-04-12,2720,"V Akademii věd ČR","Sekce aplikované fyziky","Ano",NA,"Ne",NA,NA,NA,NA,"Ne, žádná krize není",NA,NA,NA,NA,"Nevím","20 %","Spíše nesouhlasím","Spíše nesouhlasím","Spíše nesouhlasím","Spíše nesouhlasím","Spíše souhlasím","Ani souhlasím/ani nesouhlasím",NA,NA,NA,NA,"Nedokážu posoudit","Nelze posoudit","Nikdy",NA,NA,NA,NA,NA,NA,NA,"Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,NA,"Nevím","Někdy","Nevím","Někdy","Zřídka","Někdy","Velmi často","Velmi často","Někdy","Velmi často","Zřídka","Někdy","Velmi často","Zřídka",NA,"Ano","Nepamatuji se","Ano",NA,NA,NA,NA,NA,"Nestrannost",NA,NA,NA,NA,"Kritické myšlení","Reprodukovatelnost","Někdy","10%","Nevím","80%","20%","40%","50%","30%","30%","Ne","Nevím","Ano","Ne","Ano","Ano","Ano","Ano","Velmi často","Nehraje roli","Ne, obojí je stejně důvěryhodné","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"60%",0,-1,-1,-1,-1,NA,"ne","ne","ne","ano","ne","ne",NA,"Muž","65 a více","20 a více let","CSc./Ph.D.","Do 5000","Ne","Vědecký pracovník do třídy V5",NA,NA,"30%","Spíše ne","Spíše ne","Spíše ne","Spíše ano","Rozhodně ne","Spíše ne","Spíše ne","Rozhodně ne","Spíše ano","Spíše ano","Tuto činnost nedělám","Tuto činnost nedělám","Tuto činnost nedělám","1. místo","Tuto činnost nedělám","1. místo","„Měkčí“ (méně exaktní)",NA,"Materials Science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Characterisation Techniques",NA,NA,NA,NA,NA,NA,NA,NA,"AV"
"297",298,5793736,2019-04-12,3934,"V Akademii věd ČR","Sekce biologicko-ekologických věd","Ano",NA,NA,"Ano, v mainstreamových médiích","Ano, ve vědeckých časopisech",NA,"Twitter","Ano, významná krize","Fyzikálních/chemických","Biologických","Lékařských","Sociálních",NA,"Nevím","Spíše souhlasím","Ani souhlasím/ani nesouhlasím","Rozhodně nesouhlasím","Rozhodně souhlasím","Spíše nesouhlasím","Spíše nesouhlasím",NA,NA,NA,NA,"Nedokážu posoudit",NA,"Nikdy",NA,NA,NA,NA,NA,NA,NA,"Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,NA,"Někdy","Velmi často","Někdy","Někdy","Velmi často","Velmi často","Zřídka","Někdy","Velmi často","Velmi často","Zřídka","Někdy","Někdy","Někdy",NA,"Ne","Ne","Ne",NA,NA,NA,NA,NA,"Nestrannost",NA,"Shoda s realitou",NA,NA,NA,NA,"Zřídka","80%","Nevím","Nevím","30%","50%","80%","Nikdy 0%","30%","Ano","Ano","Ano","Ne","Ne","Ano","Nevím","Ne","Velmi často","Státní nebo nadnárodní (státní nebo evropské instituce, grantové agentury apod.)","Financovaných ze soukromých zdrojů","Dlouhodobé","vede k preferenci populárních témat, na úkor těch která jsou důležitá, ale nedají se tak snadno prodat","vede k preferenci populárních témat, na úkor těch která jsou důležitá, ale nedají se tak snadno prodat","20%",-1,-1,-1,-1,-1,NA,"ano","ne","ano","ne","ne","ne","Otázka 32: těžko se mohu rozhodnout pouze na základě poskytnutých informací, takže bych nejraději odpověděl, že nevím. Neexistuje jednozmačmá definice predátorských časopisů a v některých případech je toto označení sporné (např. tzv. Beall's list vzbuzoval velké kontroverze, např. zařazením časopisů nakladatelství Frontiers mezi predátorské časopisy). Zabýval bych se tím o jaké časopisy šlo, hlavně jak vypadají články které ten člověk v těch časopisech publikoval a na základě toho bych se rozhodl. Za větší problém bych možná považoval kandidáta, který se u publikací dívá jen na výši IF časopisu, selektivně zamlčuje výsledky které neodpovídají jeho hypotézám, a má články v Nature u kterých panují pochybnosti o reprodukovatelnosti. To je určitě větší a častější problém než když někdo publikuje v pochybném časopise (za předpokladu, že na článku který ten člověk napsal jinak není nic v nepořádku). Předpokládám, že k tomu aby byl člověk vůbec na děkana navržen, tak za sebou musí mít úspěšnou vědeckou kariéru a musí být vnímán jako člověk morálně kvalitní (alespoň na naší univezitě to tak vždy bylo), takže Váš scénář je možná trochu moc dotažený do extrému - opravdu neznám nikoho kdo by publikoval většinu svých článků v ""predátorských časopisech"".

Otázka 33: pokud bych já sám dostal dopis zpochybňující výsledky mého kolegy, tak bych to řešil s ním a kdyby mi to věrohodně vysvětlil, tak si nejsem jistý jestli bych to nahlásil nadřízenému. Problém je v tom, že většina vědců nikdy během studia ani další kariéry neprojde žádným školením ohledně etiky vědecké práce a často nejsou v institucích jasně dané mechanismy jak takové situace řešit. V takové situaci bych například nevěděl na koho se obrátit - na vedoucího laboratoře/školitele podezřelého (ten by se to nejspíš snažil zamést pod koberec aby se sám nevystavoval podezření), nebo na ředitele pracoviště? Co když ten podezřelý má s nadřízeným velmi dobré vztahy? To jsou věci které je třeba řešit důvěrně aby člověk který něco takového nahlásí neohrozil sám sebe, ale na našem pracovišti na to nemáme žádný oficiální mechanismus.

","Muž","25–34","5–9 let","CSc./Ph.D.","Do 500","Ano","Vědecký asistent do třídy V4",NA,NA,"100%","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Rozhodně ano","Spíše ne","Spíše ne","Rozhodně ano","Spíše ano",NA,NA,"2. místo","1. místo","3. místo",NA,"„Tvrdší“ (exaktnější)",NA,"Biology",NA,NA,"Ecology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AV"
"298",299,5793742,2019-04-12,1135,"V Akademii věd ČR","Sekce biologicko-ekologických věd","Ano",NA,NA,NA,"Ano, ve vědeckých časopisech",NA,NA,"Ano, nevýznamná krize","Fyzikálních/chemických","Biologických","Lékařských","Sociálních",NA,"70 %","Spíše nesouhlasím","Rozhodně souhlasím","Rozhodně nesouhlasím","Rozhodně souhlasím","Rozhodně nesouhlasím","Rozhodně nesouhlasím",NA,NA,NA,"Ve všech regionech je podíl nereprodukovatelných studií stejný",NA,NA,"Nikdy",NA,NA,NA,NA,NA,NA,"Vybírám si jen taková pracoviště, o nichž jsem přesvědčen, že dělají kvalitní vědu",NA,NA,NA,NA,NA,"Zřídka","Někdy","Někdy","Někdy","Někdy","Někdy","Velmi často","Někdy","Velmi často","Velmi často","Někdy","Nevím","Někdy","Někdy",NA,"Ano","Ano","Ano","V reálném světě nelze čekat 100% reprodukovatelnost, nicméně reporodukovatelnost zústává klíčovou pro vědecký pokrok. Momentálně se o ní více hovoří, ale to neznamená, že jde o novou krizi Ten problém existoval i dříve, ale není natolik závažný aby omezoval funkčnost vědy.",NA,NA,NA,"Testovatelnost",NA,NA,NA,NA,NA,NA,NA,"Někdy","20%","10%","80%","10%","10%","20%","20%","10%","Ano","Ano","Ano","Ano","Ne","Ne","Ne","Ne","Velmi často","Státní nebo nadnárodní (státní nebo evropské instituce, grantové agentury apod.)","Financovaných ze soukromých zdrojů","Krátkodobé","Ne, nemá",NA,"40%",0,0,-1,-1,0,NA,"ne","ano","ne","ne","ano","ano",NA,"Žena","55–64","20 a více let","Profesor","Více","Ano","Vedoucí vědecký pracovník do třídy V6",NA,NA,"90%","Spíše ano","Rozhodně ano","Rozhodně ano","Spíše ano","Spíše ano","Rozhodně ano","Spíše ano","Spíše ano","Rozhodně ano","Rozhodně ne",NA,"Tuto činnost nedělám","1. místo","2. místo",NA,NA,"„Měkčí“ (méně exaktní)",NA,"Biology",NA,NA,"Ecology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AV"
"299",300,5793755,2019-04-12,1676,"V Akademii věd ČR","Sekce aplikované fyziky","Ano",NA,NA,NA,NA,"Ano, v diskuzích na konferencích",NA,"Ano, významná krize","Fyzikálních/chemických","Biologických","Lékařských",NA,NA,"70 %","Spíše souhlasím","Spíše souhlasím","Rozhodně nesouhlasím","Spíše souhlasím","Ani souhlasím/ani nesouhlasím","Spíše souhlasím",NA,NA,"Asie",NA,NA,"čína","Nikdy",NA,NA,NA,NA,NA,NA,"Vybírám si jen taková pracoviště, o nichž jsem přesvědčen, že dělají kvalitní vědu","Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,NA,"Vždy","Někdy","Někdy","Velmi často","Velmi často","Velmi často","Velmi často","Zřídka","Zřídka","Někdy","Někdy","Zřídka","Někdy","Zřídka",NA,"Ne","Ne","Ne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kritické myšlení","Reprodukovatelnost","Někdy","50%","40%","80%","10%","40%","20%","30%","30%","Ano","Ano","Ne","Ano","Nevím","Ne","Ano","Ne","Vždy","Soukromé (korporátní)","Financovaných z veřejných zdrojů","Krátkodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"80%",0,-1,-1,-1,-1,NA,"ano","ne","ano","ano","ano","ne",NA,"Muž","35–44","10–19 let","CSc./Ph.D.","Do 100","Ne","Postdoktorand do třídy V3",NA,NA,"90%","Spíše ano","Spíše ano","Spíše ano","Spíše ano","Spíše ne","Spíše ano","Spíše ne","Spíše ne","Spíše ano","Rozhodně ne","Tuto činnost nedělám","2. místo","1. místo","2. místo","1. místo","3. místo","„Tvrdší“ (exaktnější)",NA,"Materials Science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Characterisation Techniques",NA,NA,NA,NA,NA,NA,NA,NA,"AV"
"300",301,5793772,2019-04-12,1683,"Na univerzitách v ČR","Sekce biologicko-ekologických věd","Ano",NA,NA,"Ano, v mainstreamových médiích",NA,NA,NA,"Ano, nevýznamná krize",NA,NA,"Lékařských","Sociálních",NA,"80 %","Rozhodně nesouhlasím","Spíše nesouhlasím","Spíše souhlasím","Spíše souhlasím","Rozhodně souhlasím","Spíše nesouhlasím",NA,NA,"Asie",NA,NA,NA,"Nikdy",NA,NA,NA,NA,NA,NA,NA,"Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,NA,"Zřídka","Někdy","Velmi často","Zřídka","Velmi často","Někdy","Někdy","Někdy","Zřídka","Zřídka","Velmi často","Velmi často","Někdy","Zřídka",NA,"Ano","Ano","Nepamatuji se",NA,NA,NA,NA,"Testovatelnost",NA,NA,NA,"Kvantifikace",NA,NA,"Reprodukovatelnost","Zřídka","40%","Nevím","60%","40%","30%","40%","40%","20%","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Ne","Zřídka","Státní nebo nadnárodní (státní nebo evropské instituce, grantové agentury apod.)","Ne, obojí je stejně důvěryhodné","Nehraje roli","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"20%",0,0,-1,-1,-1,NA,"ano","ne","ne","ne","ne","ano",NA,"Muž","45–54","20 a více let","Docent","Do 5000","Ne","Vědecký pracovník do třídy V5",NA,NA,"90%","Spíše ne","Spíše ne","Spíše ne","Spíše ne","Rozhodně ne","Spíše ne","Spíše ne","Rozhodně ne","Rozhodně ne","Spíše ano","Tuto činnost nedělám","3. místo","3. místo","1. místo","2. místo","Tuto činnost nedělám","„Měkčí“ (méně exaktní)",NA,"Biology",NA,NA,"Zoology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AV"
"301",302,5793795,2019-04-12,1647,"V Akademii věd ČR","Sekce matematiky, fyziky a informatiky","Ne",NA,"Ne",NA,NA,NA,NA,"Nevím",NA,NA,NA,"Sociálních",NA,"Nevím","Rozhodně souhlasím","Spíše souhlasím","Spíše nesouhlasím","Rozhodně souhlasím","Ani souhlasím/ani nesouhlasím","Nevím",NA,NA,NA,"Ve všech regionech je podíl nereprodukovatelných studií stejný",NA,NA,"Zřídka",NA,"Byla to jazyková záležitost, protože nejsem rodilý mluvčí",NA,NA,NA,NA,"Vybírám si jen taková pracoviště, o nichž jsem přesvědčen, že dělají kvalitní vědu","Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,NA,"Někdy","Velmi často","Někdy","Nevím","Velmi často","Někdy","Někdy","Vždy","Zřídka","Zřídka","Velmi často","Někdy","Někdy","Někdy",NA,"Ne","Ne","Nepamatuji se",NA,NA,NA,NA,NA,NA,NA,"Shoda s realitou",NA,NA,"Kritické myšlení","Reprodukovatelnost","Zřídka","20%","Nevím","Nevím","10%","Nevím","10%","Nikdy 0%","Nevím","Ano","Nevím","Ano","Ne","Nevím","Ano","Ano","Nevím","Velmi často","Nehraje roli","Ne, obojí je stejně důvěryhodné","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"10%",1,1,0,0,0,NA,"ano","ne","ne","ne","ano","ne",NA,"Muž","35–44","5–9 let","Mgr./Ing.","Do 100","Ne","Odborný pracovník výzkumu a vývoje do třídy V1",NA,NA,"30%","Spíše ano","Rozhodně ne","Spíše ne","Spíše ne","Nevím","Nevím","Spíše ano","Spíše ne","Spíše ano","Spíše ano","Tuto činnost nedělám","1. místo","Tuto činnost nedělám","Tuto činnost nedělám","Tuto činnost nedělám","3. místo","„Tvrdší“ (exaktnější)",NA,"Physics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Computational Physics",NA,NA,NA,NA,"AV"
"302",303,5793806,2019-04-12,1772,"V Akademii věd ČR","Sekce biologicko-ekologických věd","Ano",NA,NA,NA,"Ano, ve vědeckých časopisech",NA,NA,"Ano, nevýznamná krize",NA,"Biologických",NA,NA,NA,"50 %","Ani souhlasím/ani nesouhlasím","Spíše nesouhlasím","Ani souhlasím/ani nesouhlasím","Spíše souhlasím","Spíše souhlasím","Ani souhlasím/ani nesouhlasím",NA,NA,NA,"Ve všech regionech je podíl nereprodukovatelných studií stejný",NA,NA,"Nikdy",NA,NA,NA,NA,NA,NA,"Vybírám si jen taková pracoviště, o nichž jsem přesvědčen, že dělají kvalitní vědu","Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,NA,"Zřídka","Velmi často","Zřídka","Někdy","Velmi často","Někdy","Někdy","Někdy","Zřídka","Někdy","Zřídka","Zřídka","Zřídka","Někdy","Střet zájmů, např. při financování výzkumu komerčními subjekty (firmy)","Nepamatuji se","Ne","Ne",NA,"Pohled z vnějšku",NA,NA,NA,"Nestrannost",NA,NA,NA,NA,NA,NA,"Někdy","20%","30%","70%","Nevím","80%","70%","50%","60%","Ne","Nevím","Ano","Nevím","Nevím","Ano","Ano","Ne","Někdy","Státní nebo nadnárodní (státní nebo evropské instituce, grantové agentury apod.)","Financovaných ze soukromých zdrojů","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"30%",0,0,-1,-1,-1,NA,"ano","ne","ne","ne","ano","ano",NA,"Muž","55–64","20 a více let","CSc./Ph.D.","Do 1000","Ne","Vedoucí vědecký pracovník do třídy V6",NA,NA,"70%","Rozhodně ne","Nevím","Spíše ano","Spíše ne","Spíše ne","Spíše ne","Nevím","Spíše ne","Spíše ne","Spíše ano","Tuto činnost nedělám","3. místo","3. místo","1. místo","2. místo","2. místo","„Měkčí“ (méně exaktní)",NA,"Biology",NA,NA,"Ecology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AV"
"303",304,5793863,2019-04-12,1189,"V Akademii věd ČR","Sekce biologických a lékařských věd","Ano",NA,NA,NA,NA,"Ano, v diskuzích na konferencích",NA,"Ano, nevýznamná krize",NA,"Biologických","Lékařských",NA,NA,"60 %","Spíše souhlasím","Spíše souhlasím","Spíše nesouhlasím","Spíše souhlasím","Spíše souhlasím","Spíše souhlasím",NA,NA,"Asie",NA,NA,"Čína","Zřídka","USA",NA,NA,"Nedokážu posoudit",NA,NA,NA,"Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,NA,"Někdy","Někdy","Velmi často","Někdy","Zřídka","Velmi často","Velmi často","Někdy","Zřídka","Někdy","Velmi často","Někdy","Někdy","Zřídka","Podcenění vnějších podmínek, za jakých byl pokus prováděn.","Ano","Ano","Ano","Velmi často se příčina nereprodukovatelnosti nepodaří odhalit.",NA,NA,NA,NA,NA,"Přiblížení k pravdě",NA,NA,NA,NA,NA,"Někdy","40%","50%","70%","40%","80%","30%","80%","60%","Ano","Nevím","Nevím","Nevím","Ano","Nevím","Ano","Ano","Někdy","Státní nebo nadnárodní (státní nebo evropské instituce, grantové agentury apod.)","Nevím","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"30%",0,1,-1,-1,-1,NA,"ne","ne","ne","ne","ano","ne",NA,"Muž","45–54","20 a více let","CSc./Ph.D.","Do 500","Ano","Vědecký asistent do třídy V4",NA,NA,"90%","Spíše ne","Spíše ne","Rozhodně ano","Rozhodně ano","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Spíše ano","Spíše ano","Tuto činnost nedělám","3. místo","Tuto činnost nedělám","1. místo","Tuto činnost nedělám","2. místo","„Tvrdší“ (exaktnější)",NA,"Biology",NA,NA,"Plant Science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AV"
"304",305,5793880,2019-04-12,1333,"Na univerzitách v ČR","Sekce biologicko-ekologických věd","Ano",NA,NA,"Ano, v mainstreamových médiích",NA,NA,NA,"Ano, nevýznamná krize",NA,"Biologických","Lékařských","Sociálních",NA,"90 %","Rozhodně nesouhlasím","Rozhodně nesouhlasím","Spíše nesouhlasím","Spíše nesouhlasím","Spíše souhlasím","Spíše souhlasím",NA,NA,NA,NA,"Nedokážu posoudit","mimo můj obor?, rozhodně JV Asie","Nikdy",NA,NA,NA,NA,NA,NA,"Vybírám si jen taková pracoviště, o nichž jsem přesvědčen, že dělají kvalitní vědu","Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,NA,"Někdy","Velmi často","Někdy","Nevím","Někdy","Někdy","Někdy","Někdy","Nevím","Někdy","Někdy","Někdy","Nevím","Někdy",NA,"Ano","Ano","Ano","Mám mnohdy dojem, že ""krize reprodukovatelnosti"" je z větší části způsobená nerealistickým vyhodnocením vědeckého sdělení a jeho síly/významu/kvality dat a potom neznalostí oboru a jak se v něm data získávají a zpracovávají. Z části jde určitě o falšování výsledků, to se ale zvenčí velmi obtížně rozpozná.",NA,NA,NA,"Testovatelnost",NA,NA,"Shoda s realitou","Kvantifikace",NA,NA,NA,"Zřídka","10%","10%","80%","Nikdy 0%","Nikdy 0%","40%","10%","20%","Ano","Ano","Ano","Ano","Ne","Ano","Ne","Ne","Vždy","Nehraje roli","Nevím","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"80%",0,-1,-1,-1,-1,NA,"ne","ne","ne","ano","ano","ne","otázka 37 - moje odpověď je NEVÍM, nejsem expert a musel bych si to nastudovat","Muž","35–44","10–19 let","CSc./Ph.D.","Do 500","Ne","Vědecký pracovník do třídy V5",NA,NA,"100%","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Rozhodně ne","Spíše ne","Spíše ne","Rozhodně ne","Spíše ano","Spíše ano",NA,NA,NA,"1. místo","3. místo","2. místo","„Tvrdší“ (exaktnější)",NA,"Biology",NA,NA,"Biophysics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AV"
